"game","company","relation"
41400,8522,"publisher"
41400,8522,"developer"
41404,8326,"publisher"
41404,8326,"developer"
41412,8523,"publisher"
41412,8523,"developer"
41443,275,"publisher"
41443,275,"developer"
41454,531,"publisher"
41454,10132,"developer"
41463,1760,"publisher"
41463,6861,"developer"
41463,5139,"developer"
41472,82,"publisher"
41472,1132,"developer"
41484,1175,"publisher"
41484,382,"publisher"
41484,2890,"developer"
41485,78,"publisher"
41485,519,"developer"
41485,5259,"developer"
41509,8544,"publisher"
41509,8894,"publisher"
41509,8544,"developer"
41511,117,"publisher"
41520,78,"publisher"
41520,104,"publisher"
41520,1526,"developer"
41520,1442,"developer"
41524,104,"publisher"
41524,658,"publisher"
41524,6258,"developer"
41535,6490,"publisher"
41535,1865,"developer"
41548,895,"publisher"
41548,895,"developer"
41569,90,"publisher"
41569,4049,"developer"
41569,6469,"developer"
41574,90,"publisher"
41574,6450,"developer"
41631,8573,"publisher"
41631,9650,"publisher"
41631,8570,"developer"
41677,1562,"publisher"
41677,1562,"developer"
41679,1312,"publisher"
41679,104,"publisher"
41679,104,"developer"
41679,820,"developer"
41755,62,"publisher"
41755,6715,"developer"
41764,8601,"publisher"
41764,6490,"publisher"
41764,8601,"developer"
41795,127,"publisher"
41795,127,"developer"
41797,1265,"publisher"
41797,1265,"developer"
41800,2745,"developer"
41800,3280,"developer"
41849,7916,"publisher"
41849,145,"publisher"
41849,7916,"developer"
41849,6946,"developer"
41850,4073,"publisher"
41850,4074,"developer"
41852,1777,"publisher"
41852,7863,"developer"
41879,687,"publisher"
41879,3529,"developer"
41908,340,"publisher"
41908,250,"publisher"
41908,250,"developer"
41928,277,"publisher"
41928,5693,"publisher"
41928,2952,"developer"
41955,7195,"publisher"
41955,7172,"developer"
41955,11321,"developer"
41967,8660,"publisher"
41967,8660,"developer"
41977,9340,"publisher"
41977,7463,"developer"
41992,2861,"publisher"
41992,6824,"developer"
42006,738,"publisher"
42006,932,"publisher"
42006,6570,"developer"
42013,104,"publisher"
42013,104,"developer"
42013,4991,"developer"
42014,277,"publisher"
42014,7928,"developer"
42021,104,"publisher"
42021,677,"publisher"
42021,8253,"developer"
42021,6462,"developer"
42022,6854,"publisher"
42022,6854,"developer"
42030,6268,"publisher"
42030,82,"publisher"
42030,3025,"developer"
42065,4405,"publisher"
42065,4883,"developer"
42076,442,"publisher"
42076,3397,"publisher"
42076,442,"developer"
42077,382,"publisher"
42077,146,"developer"
42128,2535,"publisher"
42128,895,"developer"
42132,895,"publisher"
42132,2535,"developer"
42153,1615,"publisher"
42153,7350,"developer"
42162,7701,"developer"
42252,8752,"developer"
42254,548,"publisher"
42254,1503,"developer"
42254,1628,"developer"
42310,8777,"developer"
42310,10751,"developer"
42336,7709,"publisher"
42336,7709,"developer"
42346,7138,"publisher"
42346,9985,"publisher"
42346,7717,"developer"
42346,353,"developer"
42368,2182,"publisher"
42441,7154,"developer"
42456,1544,"publisher"
42456,1544,"developer"
42459,87,"publisher"
42459,2057,"developer"
42459,87,"developer"
42494,1366,"publisher"
42494,9445,"publisher"
42494,6792,"developer"
42508,2475,"publisher"
42508,2146,"publisher"
42508,2309,"developer"
42515,6258,"publisher"
42515,6258,"developer"
42516,1312,"publisher"
42516,370,"developer"
42519,8854,"publisher"
42519,1994,"publisher"
42519,8854,"developer"
42519,8826,"developer"
42549,5872,"publisher"
42554,2754,"developer"
42574,1,"publisher"
42574,205,"developer"
42577,2188,"publisher"
42578,2188,"publisher"
42578,2188,"developer"
42585,313,"publisher"
42585,995,"publisher"
42585,8843,"developer"
42585,5154,"developer"
42594,313,"publisher"
42594,6909,"developer"
42594,5154,"developer"
42606,8854,"publisher"
42606,8854,"developer"
42619,7291,"publisher"
42619,15,"publisher"
42619,7291,"developer"
42620,2369,"publisher"
42620,2369,"developer"
42622,340,"publisher"
42622,1468,"developer"
42638,3659,"publisher"
42638,549,"developer"
42638,2352,"developer"
42672,382,"publisher"
42672,1385,"developer"
42672,1257,"developer"
42678,6264,"publisher"
42678,9192,"developer"
42681,24,"publisher"
42681,6797,"publisher"
42681,10127,"developer"
42689,955,"publisher"
42689,3231,"developer"
42712,4405,"publisher"
42712,889,"developer"
42715,8030,"publisher"
42715,3540,"publisher"
42715,386,"developer"
42727,7517,"publisher"
42727,7517,"developer"
42737,6684,"publisher"
42737,3909,"developer"
42751,8894,"publisher"
42751,8893,"developer"
42775,2215,"publisher"
42775,2215,"developer"
42813,435,"publisher"
42813,435,"developer"
42828,8921,"publisher"
42828,6484,"publisher"
42828,8921,"developer"
42828,6484,"developer"
42841,104,"publisher"
42841,6462,"developer"
42841,2867,"developer"
42847,8333,"publisher"
42847,6940,"developer"
42853,7845,"publisher"
42853,3912,"publisher"
42853,7845,"developer"
42860,1,"publisher"
42860,7080,"developer"
42860,6338,"developer"
42863,87,"publisher"
42863,7905,"publisher"
42863,7905,"developer"
42868,4107,"publisher"
42868,4107,"developer"
42871,11009,"publisher"
42871,7905,"developer"
42893,995,"publisher"
42893,46,"publisher"
42893,1508,"developer"
42893,2472,"developer"
42899,340,"publisher"
42899,9072,"publisher"
42899,6475,"developer"
42905,340,"publisher"
42905,6753,"developer"
42912,1,"publisher"
42912,4880,"developer"
42918,82,"publisher"
42918,3421,"developer"
42918,921,"developer"
42925,7157,"publisher"
42925,8030,"publisher"
42925,7157,"developer"
42929,90,"publisher"
42929,463,"developer"
42929,382,"developer"
42931,90,"publisher"
42931,8528,"developer"
42931,9539,"developer"
42977,382,"publisher"
42977,204,"developer"
42993,1312,"publisher"
42993,9787,"publisher"
42993,1312,"developer"
42993,9787,"developer"
43007,135,"publisher"
43007,135,"developer"
43048,6810,"publisher"
43048,6810,"developer"
43094,2386,"publisher"
43094,2386,"developer"
43104,90,"publisher"
43104,1417,"developer"
43114,6493,"publisher"
43114,8977,"developer"
43177,90,"publisher"
43177,654,"developer"
43181,6642,"publisher"
43181,6642,"developer"
43184,6939,"publisher"
43184,10408,"publisher"
43184,6939,"developer"
43220,6217,"publisher"
43220,6217,"developer"
43233,78,"publisher"
43233,86,"developer"
43251,491,"publisher"
43251,9008,"developer"
43256,617,"publisher"
43256,618,"publisher"
43256,617,"developer"
43271,2240,"publisher"
43271,6660,"developer"
43327,923,"publisher"
43327,923,"developer"
43337,6979,"publisher"
43337,9029,"publisher"
43337,6979,"developer"
43340,6650,"publisher"
43340,7121,"developer"
43384,322,"publisher"
43384,6919,"developer"
43384,322,"developer"
43394,8614,"publisher"
43394,8614,"developer"
43399,786,"publisher"
43399,786,"developer"
43401,8168,"developer"
43447,6419,"publisher"
43447,6419,"developer"
43454,2263,"publisher"
43454,2263,"developer"
43461,7657,"publisher"
43461,7657,"developer"
43465,6684,"developer"
43486,7717,"publisher"
43486,7717,"developer"
43486,10727,"developer"
43495,7720,"publisher"
43495,7720,"developer"
43495,1132,"developer"
43513,7585,"publisher"
43513,7587,"developer"
43514,425,"publisher"
43514,11291,"developer"
43571,6567,"publisher"
43571,6567,"developer"
43600,2754,"publisher"
43600,2754,"developer"
43639,1126,"publisher"
43639,1126,"developer"
43646,382,"publisher"
43646,340,"publisher"
43646,9131,"developer"
43647,82,"publisher"
43647,9131,"developer"
43651,1,"publisher"
43651,2628,"developer"
43676,7709,"publisher"
43676,7709,"developer"
43727,738,"publisher"
43727,3540,"publisher"
43727,738,"developer"
43753,7657,"publisher"
43753,7657,"developer"
43754,7615,"publisher"
43754,7615,"developer"
43755,7615,"publisher"
43755,7615,"developer"
43774,9166,"publisher"
43774,9166,"developer"
43775,9166,"publisher"
43775,9166,"developer"
43790,52,"publisher"
43790,8152,"publisher"
43790,7371,"developer"
43790,6484,"developer"
43811,720,"publisher"
43811,7691,"developer"
43811,1126,"developer"
43823,2294,"publisher"
43823,2294,"developer"
43823,5970,"developer"
43855,2952,"publisher"
43855,2952,"developer"
43859,1381,"publisher"
43859,2386,"publisher"
43859,1261,"developer"
43859,2386,"developer"
43873,82,"publisher"
43873,6268,"developer"
43884,7172,"publisher"
43884,7172,"developer"
43901,6797,"publisher"
43901,6650,"publisher"
43901,7641,"developer"
43901,6797,"developer"
43960,78,"publisher"
43960,1910,"developer"
43964,62,"publisher"
43964,700,"publisher"
43964,700,"developer"
43964,62,"developer"
43972,995,"publisher"
43972,2472,"developer"
43975,7627,"publisher"
43975,7627,"developer"
43979,62,"publisher"
43979,81,"developer"
43994,8102,"publisher"
43994,9072,"publisher"
43994,8102,"developer"
43995,149,"publisher"
43995,8660,"developer"
44003,1,"publisher"
44003,205,"developer"
44013,7585,"publisher"
44013,7585,"developer"
44014,4445,"publisher"
44014,579,"publisher"
44014,4445,"developer"
44031,8613,"publisher"
44031,6951,"developer"
44067,7544,"publisher"
44067,7544,"developer"
44075,6373,"publisher"
44075,6373,"developer"
44105,1294,"publisher"
44105,1261,"publisher"
44105,751,"developer"
44108,3659,"publisher"
44108,3381,"developer"
44113,579,"publisher"
44113,579,"developer"
44122,7130,"publisher"
44122,9155,"developer"
44156,805,"publisher"
44156,7585,"developer"
44168,6862,"publisher"
44168,1417,"developer"
44192,2189,"publisher"
44192,9645,"developer"
44197,1366,"publisher"
44197,1366,"developer"
44229,104,"publisher"
44229,1312,"publisher"
44229,104,"developer"
44229,2544,"developer"
44257,7845,"publisher"
44257,7845,"developer"
44261,272,"publisher"
44261,382,"publisher"
44261,1827,"developer"
44282,9340,"publisher"
44282,7363,"developer"
44301,1132,"publisher"
44301,6715,"developer"
44333,1544,"publisher"
44333,1544,"developer"
44337,720,"publisher"
44337,1995,"developer"
44346,1,"publisher"
44346,422,"developer"
44357,127,"publisher"
44357,127,"developer"
44367,8388,"developer"
44368,6974,"publisher"
44368,8614,"developer"
44382,7332,"publisher"
44418,995,"publisher"
44418,995,"developer"
44436,6741,"developer"
44451,382,"publisher"
44451,2188,"developer"
44451,8318,"developer"
44467,951,"publisher"
44467,951,"developer"
44471,751,"publisher"
44471,751,"developer"
44473,6797,"publisher"
44473,9979,"developer"
44481,951,"publisher"
44481,951,"developer"
44482,951,"publisher"
44482,9388,"developer"
44484,4405,"publisher"
44484,864,"developer"
44484,4883,"developer"
44507,313,"publisher"
44507,46,"publisher"
44507,827,"developer"
44525,52,"publisher"
44525,923,"developer"
44551,6692,"publisher"
44551,6692,"developer"
44558,4405,"publisher"
44558,4883,"developer"
44558,4405,"developer"
44565,442,"publisher"
44565,6490,"publisher"
44565,7587,"developer"
44565,9396,"developer"
44580,627,"publisher"
44580,5701,"publisher"
44580,5700,"developer"
44590,382,"publisher"
44590,1562,"developer"
44592,272,"publisher"
44607,800,"publisher"
44617,5860,"publisher"
44617,5860,"developer"
44622,8723,"publisher"
44622,8805,"developer"
44637,800,"developer"
44639,6264,"publisher"
44639,7701,"publisher"
44639,7701,"developer"
44650,3041,"publisher"
44650,8522,"developer"
44651,6939,"publisher"
44651,3757,"developer"
44677,2397,"publisher"
44677,2397,"developer"
44688,4107,"publisher"
44688,4107,"developer"
44712,6854,"publisher"
44712,9453,"developer"
44717,2988,"publisher"
44717,9985,"publisher"
44717,2988,"developer"
44723,1221,"publisher"
44723,9430,"developer"
44734,7468,"publisher"
44734,7459,"developer"
44768,7701,"publisher"
44768,461,"developer"
44778,382,"publisher"
44778,1862,"developer"
44780,1966,"publisher"
44780,6222,"developer"
44784,90,"publisher"
44784,328,"developer"
44785,90,"publisher"
44785,700,"developer"
44786,479,"publisher"
44786,2331,"developer"
44791,9444,"publisher"
44791,9445,"publisher"
44791,9445,"developer"
44860,9306,"publisher"
44860,9306,"developer"
44892,11183,"publisher"
44892,7305,"developer"
44904,7858,"publisher"
44913,6385,"developer"
44937,9306,"publisher"
44937,5815,"publisher"
44937,9488,"developer"
44937,10355,"developer"
44940,1544,"publisher"
44940,2369,"developer"
44951,720,"publisher"
44951,720,"developer"
45005,1758,"publisher"
45005,1758,"developer"
45016,1777,"publisher"
45016,3540,"publisher"
45016,10549,"developer"
45034,9056,"developer"
45039,1544,"publisher"
45047,8613,"publisher"
45047,8613,"developer"
45047,10316,"developer"
45059,104,"publisher"
45059,135,"publisher"
45059,9687,"developer"
45059,6446,"developer"
45114,205,"publisher"
45114,1210,"developer"
45117,205,"publisher"
45117,288,"developer"
45145,7138,"publisher"
45145,7138,"developer"
45148,720,"publisher"
45148,1126,"developer"
45154,2602,"publisher"
45154,2602,"developer"
45158,6603,"publisher"
45158,6603,"developer"
45214,1366,"publisher"
45214,8504,"developer"
45231,6692,"publisher"
45233,1740,"publisher"
45233,1740,"developer"
45239,367,"publisher"
45239,367,"developer"
45239,6484,"developer"
45244,8324,"publisher"
45244,9557,"developer"
45252,2708,"publisher"
45252,2708,"developer"
45256,395,"publisher"
45256,1565,"developer"
45292,7421,"publisher"
45292,3219,"developer"
45317,4703,"publisher"
45317,1033,"developer"
45319,868,"publisher"
45319,868,"developer"
45333,360,"publisher"
45333,16,"developer"
45333,893,"developer"
45338,1353,"publisher"
45338,1353,"developer"
45359,78,"publisher"
45359,6917,"developer"
45359,4954,"developer"
45381,382,"publisher"
45381,2616,"developer"
45388,6578,"developer"
45403,277,"publisher"
45403,9600,"developer"
45406,2781,"publisher"
45406,2781,"developer"
45419,2039,"publisher"
45419,2039,"developer"
45420,2039,"publisher"
45420,2039,"developer"
45425,2215,"publisher"
45425,9617,"developer"
45433,6939,"publisher"
45433,6939,"developer"
45436,4703,"developer"
45439,6692,"publisher"
45439,9613,"publisher"
45439,9613,"developer"
45442,648,"publisher"
45442,7544,"developer"
45442,648,"developer"
45454,10400,"developer"
45501,9638,"publisher"
45501,9638,"developer"
45503,52,"publisher"
45503,53,"developer"
45525,9645,"publisher"
45525,4194,"developer"
45577,4405,"publisher"
45577,2576,"developer"
45577,6974,"developer"
45592,2263,"publisher"
45592,3978,"developer"
45605,5970,"publisher"
45605,5970,"developer"
45605,6484,"developer"
45614,7585,"publisher"
45614,761,"developer"
45619,797,"publisher"
45619,11453,"publisher"
45619,9670,"developer"
45622,2189,"publisher"
45622,9674,"developer"
45630,9650,"publisher"
45630,855,"publisher"
45630,1138,"developer"
45634,9340,"publisher"
45634,370,"publisher"
45634,2215,"developer"
45634,9340,"developer"
45646,8326,"publisher"
45646,7985,"developer"
45699,78,"publisher"
45699,688,"developer"
45702,8639,"publisher"
45702,9699,"developer"
45704,182,"publisher"
45704,9700,"developer"
45707,450,"publisher"
45707,281,"developer"
45708,1559,"publisher"
45708,1498,"publisher"
45708,1559,"developer"
45710,8723,"publisher"
45710,213,"developer"
45717,9705,"publisher"
45717,2161,"developer"
45727,9713,"publisher"
45727,2946,"developer"
45728,9714,"publisher"
45728,1520,"developer"
45750,7144,"publisher"
45750,6772,"developer"
45752,556,"publisher"
45761,2240,"publisher"
45761,7517,"developer"
45769,548,"publisher"
45769,2161,"developer"
45783,2475,"publisher"
45783,2146,"publisher"
45783,2291,"developer"
45787,1994,"publisher"
45787,1994,"developer"
45787,8854,"developer"
45789,1994,"publisher"
45789,8826,"developer"
45789,8854,"developer"
45791,1994,"publisher"
45791,8855,"developer"
45791,8854,"developer"
45803,78,"publisher"
45803,86,"developer"
45881,1731,"publisher"
45881,1731,"developer"
45913,923,"publisher"
45913,923,"developer"
45918,9388,"publisher"
45918,8204,"publisher"
45918,9388,"developer"
45918,8204,"developer"
45924,1132,"publisher"
45924,855,"developer"
45935,644,"publisher"
45935,9787,"publisher"
45935,9787,"developer"
45937,839,"publisher"
45942,1221,"publisher"
45942,1417,"developer"
45952,6391,"publisher"
45952,9543,"publisher"
45952,1533,"developer"
45955,360,"publisher"
45955,5780,"developer"
45955,1615,"developer"
45959,922,"publisher"
45959,922,"developer"
45968,90,"publisher"
45968,7420,"publisher"
45968,2544,"developer"
45971,895,"publisher"
45971,213,"developer"
45978,7420,"publisher"
45978,7420,"developer"
45981,595,"publisher"
45981,340,"publisher"
45981,4509,"developer"
46009,1312,"publisher"
46009,9787,"publisher"
46009,970,"developer"
46009,3909,"developer"
46022,9340,"publisher"
46022,9340,"developer"
46024,104,"publisher"
46024,8030,"developer"
46024,104,"developer"
46027,1684,"publisher"
46027,7371,"developer"
46029,1698,"publisher"
46029,7371,"developer"
46031,7371,"publisher"
46031,7371,"developer"
46048,1294,"publisher"
46048,1294,"developer"
46065,1312,"publisher"
46065,382,"publisher"
46065,8723,"developer"
46065,8805,"developer"
46077,90,"publisher"
46077,485,"developer"
46077,9451,"developer"
46108,9650,"publisher"
46108,6741,"publisher"
46108,9838,"developer"
46108,6741,"developer"
46143,6642,"publisher"
46143,6642,"developer"
46150,9787,"publisher"
46150,9787,"developer"
46157,6255,"publisher"
46157,422,"developer"
46159,4159,"publisher"
46159,1331,"developer"
46177,924,"publisher"
46177,182,"publisher"
46177,2945,"developer"
46178,955,"publisher"
46178,2602,"developer"
46187,9724,"publisher"
46187,7778,"developer"
46226,2861,"publisher"
46226,2861,"developer"
46242,6255,"publisher"
46242,1,"publisher"
46242,69,"developer"
46247,996,"publisher"
46247,530,"developer"
46255,6391,"publisher"
46255,9543,"publisher"
46255,6391,"developer"
46256,895,"publisher"
46256,4723,"developer"
46266,149,"publisher"
46266,149,"developer"
46307,480,"publisher"
46307,8156,"developer"
46310,82,"publisher"
46310,1559,"developer"
46310,1498,"developer"
46320,8204,"publisher"
46320,9388,"publisher"
46320,9388,"developer"
46320,1294,"developer"
46323,455,"publisher"
46323,8,"publisher"
46323,7979,"developer"
46332,1394,"publisher"
46332,6852,"developer"
46357,323,"publisher"
46357,3523,"developer"
46358,2369,"publisher"
46358,323,"publisher"
46358,2369,"developer"
46371,8416,"publisher"
46371,9961,"developer"
46380,9155,"publisher"
46380,124,"publisher"
46380,9409,"developer"
46384,10623,"publisher"
46384,798,"publisher"
46384,798,"developer"
46389,648,"publisher"
46389,648,"developer"
46407,2925,"publisher"
46407,9956,"developer"
46430,4405,"publisher"
46430,7426,"developer"
46431,6256,"publisher"
46431,121,"developer"
46431,4880,"developer"
46447,4405,"publisher"
46447,2545,"developer"
46447,549,"developer"
46461,6483,"publisher"
46461,6483,"developer"
46461,10454,"developer"
46465,9488,"publisher"
46465,9488,"developer"
46468,5693,"publisher"
46468,6797,"publisher"
46468,9979,"developer"
46471,9388,"publisher"
46471,9388,"developer"
46485,145,"publisher"
46485,7120,"publisher"
46485,145,"developer"
46516,6660,"developer"
46517,455,"publisher"
46517,9998,"developer"
46517,8,"developer"
46525,9429,"publisher"
46525,10005,"developer"
46526,9429,"publisher"
46526,9429,"developer"
46528,996,"publisher"
46528,8080,"developer"
46534,7627,"publisher"
46534,7627,"developer"
46535,7138,"publisher"
46535,7717,"developer"
46535,10727,"developer"
46541,1966,"publisher"
46541,6222,"developer"
46549,104,"publisher"
46549,340,"publisher"
46549,959,"developer"
46549,10321,"developer"
46552,340,"publisher"
46552,6753,"developer"
46552,6279,"developer"
46554,340,"publisher"
46554,6319,"developer"
46556,104,"publisher"
46556,959,"developer"
46556,7513,"developer"
46557,340,"publisher"
46557,10500,"developer"
46557,11295,"developer"
46567,313,"publisher"
46567,46,"publisher"
46567,3954,"developer"
46567,8310,"developer"
46570,52,"publisher"
46570,5683,"developer"
46571,1366,"publisher"
46571,6792,"developer"
46574,8030,"publisher"
46574,2188,"developer"
46580,90,"publisher"
46580,463,"developer"
46580,10631,"developer"
46581,90,"publisher"
46581,8528,"developer"
46581,10645,"developer"
46583,90,"publisher"
46583,753,"developer"
46585,9713,"publisher"
46585,5683,"developer"
46586,90,"publisher"
46586,9451,"developer"
46595,90,"publisher"
46595,11421,"developer"
46595,6319,"developer"
46596,90,"publisher"
46596,11421,"developer"
46596,6319,"developer"
46607,4310,"publisher"
46607,4310,"developer"
46609,6398,"publisher"
46609,9131,"developer"
46610,4405,"publisher"
46610,6275,"developer"
46610,7426,"developer"
46631,1,"publisher"
46631,9298,"developer"
46664,9444,"publisher"
46664,9985,"publisher"
46664,9409,"developer"
46668,2967,"publisher"
46668,2967,"developer"
46674,7291,"developer"
46690,616,"publisher"
46690,616,"developer"
46720,2794,"publisher"
46720,2794,"developer"
46727,9979,"publisher"
46727,52,"developer"
46741,4073,"publisher"
46741,6214,"developer"
46755,1684,"publisher"
46755,1271,"developer"
46780,272,"publisher"
46780,9430,"developer"
46785,8614,"publisher"
46785,8614,"developer"
46796,2397,"publisher"
46796,6945,"developer"
46818,7125,"publisher"
46818,7125,"developer"
46856,4471,"publisher"
46856,4471,"developer"
46860,1728,"publisher"
46860,4471,"developer"
46863,52,"publisher"
46863,6781,"developer"
46863,10727,"developer"
46866,2890,"publisher"
46866,2890,"developer"
46867,6797,"publisher"
46867,7641,"developer"
46869,367,"publisher"
46869,6377,"developer"
46882,9689,"publisher"
46882,9689,"developer"
46888,6612,"publisher"
46888,6612,"developer"
46901,4547,"publisher"
46901,2352,"developer"
46918,313,"publisher"
46918,2392,"developer"
46918,10727,"developer"
46922,6279,"publisher"
46922,6279,"developer"
46924,9444,"publisher"
46924,10103,"developer"
46940,360,"publisher"
46940,1615,"developer"
46941,10093,"publisher"
46941,6377,"publisher"
46941,10093,"developer"
46956,10090,"publisher"
46956,6725,"publisher"
46956,9544,"developer"
46972,8080,"publisher"
46972,6005,"developer"
46973,10120,"publisher"
46973,6725,"publisher"
46973,10120,"developer"
47012,1312,"publisher"
47012,10132,"developer"
47019,340,"publisher"
47019,2980,"publisher"
47019,250,"developer"
47019,10175,"developer"
47020,762,"publisher"
47020,762,"developer"
47021,895,"publisher"
47021,3540,"publisher"
47021,1533,"developer"
47027,1132,"publisher"
47043,1312,"publisher"
47043,4547,"developer"
47061,6684,"publisher"
47061,8689,"publisher"
47061,10172,"developer"
47065,8679,"publisher"
47065,9638,"developer"
47076,8826,"publisher"
47076,8826,"developer"
47084,1994,"publisher"
47084,8826,"developer"
47084,8854,"developer"
47100,9724,"publisher"
47140,382,"publisher"
47140,1827,"developer"
47141,1212,"publisher"
47141,11009,"publisher"
47141,7657,"developer"
47158,9724,"publisher"
47158,7778,"developer"
47159,284,"publisher"
47159,284,"developer"
47176,4703,"publisher"
47176,6780,"developer"
47178,8679,"publisher"
47178,10405,"developer"
47192,2372,"publisher"
47192,2372,"developer"
47195,397,"publisher"
47195,397,"developer"
47217,382,"publisher"
47217,6481,"developer"
47253,9155,"publisher"
47253,9956,"developer"
47263,8678,"publisher"
47263,10210,"developer"
47278,9714,"publisher"
47278,10217,"developer"
47278,1520,"developer"
47291,82,"publisher"
47291,2404,"developer"
47291,6268,"developer"
47303,2744,"publisher"
47303,10383,"developer"
47328,6400,"publisher"
47328,570,"publisher"
47328,6400,"developer"
47343,46,"publisher"
47343,8310,"developer"
47343,10242,"developer"
47353,1030,"publisher"
47353,78,"publisher"
47353,6979,"developer"
47363,3909,"publisher"
47363,3909,"developer"
47369,548,"publisher"
47369,7905,"developer"
47377,5834,"publisher"
47377,3025,"developer"
47379,1768,"publisher"
47379,7623,"developer"
47393,6937,"publisher"
47393,720,"publisher"
47393,6937,"developer"
47396,6027,"publisher"
47396,6027,"developer"
47399,1994,"publisher"
47399,1994,"developer"
47399,8854,"developer"
47411,7725,"publisher"
47411,7725,"developer"
47416,8679,"publisher"
47416,1381,"developer"
47428,8639,"publisher"
47428,10274,"developer"
47429,9306,"publisher"
47429,9488,"developer"
47442,6858,"publisher"
47442,10609,"developer"
47457,8333,"publisher"
47457,10289,"developer"
47458,2861,"publisher"
47458,9636,"publisher"
47458,2861,"developer"
47469,5970,"publisher"
47469,5970,"developer"
47469,6484,"developer"
47471,548,"publisher"
47471,10293,"developer"
47489,1366,"publisher"
47489,10303,"developer"
47524,1312,"publisher"
47524,9787,"developer"
47562,8111,"publisher"
47562,6994,"developer"
47569,2925,"publisher"
47569,2925,"developer"
47624,8302,"publisher"
47624,8302,"developer"
47627,8324,"publisher"
47627,10303,"developer"
47647,2291,"publisher"
47647,10335,"developer"
47655,82,"publisher"
47655,11352,"developer"
47678,90,"publisher"
47678,6583,"developer"
47678,9539,"developer"
47679,52,"publisher"
47679,1007,"developer"
47679,549,"developer"
47689,2861,"publisher"
47689,6824,"developer"
47696,10335,"publisher"
47696,10335,"developer"
47697,10335,"publisher"
47697,10335,"developer"
47699,10355,"publisher"
47699,10335,"publisher"
47699,10335,"developer"
47699,10355,"developer"
47720,1777,"publisher"
47720,8458,"developer"
47722,6391,"publisher"
47722,6391,"developer"
47744,2613,"publisher"
47744,2613,"developer"
47753,1312,"publisher"
47753,970,"developer"
47753,3909,"developer"
47754,111,"publisher"
47754,111,"developer"
47759,1777,"publisher"
47759,3540,"publisher"
47759,1777,"developer"
47773,87,"publisher"
47773,87,"developer"
47781,46,"publisher"
47781,313,"publisher"
47781,8310,"developer"
47811,135,"developer"
47811,1374,"developer"
47818,104,"publisher"
47818,7961,"developer"
47818,104,"developer"
47820,10059,"publisher"
47820,7905,"developer"
47827,313,"publisher"
47827,1473,"developer"
47827,2472,"developer"
47833,78,"publisher"
47833,2066,"developer"
47833,1910,"developer"
47840,10396,"publisher"
47840,6377,"developer"
47853,104,"publisher"
47853,8926,"developer"
47859,4703,"developer"
47860,570,"publisher"
47868,8302,"publisher"
47868,8302,"developer"
47869,1212,"publisher"
47872,4203,"publisher"
47872,4203,"developer"
47888,82,"publisher"
47888,7640,"developer"
47888,11352,"developer"
47893,575,"developer"
47941,9166,"publisher"
47941,6945,"publisher"
47941,10445,"developer"
47962,2861,"publisher"
47962,9636,"publisher"
47962,10502,"developer"
47971,1508,"publisher"
47991,1994,"publisher"
47991,8855,"developer"
47991,8854,"developer"
48005,9636,"publisher"
48005,11388,"developer"
48012,6926,"publisher"
48012,10461,"developer"
48017,9689,"publisher"
48017,10316,"developer"
48017,11278,"developer"
48031,52,"developer"
48033,8448,"publisher"
48033,5419,"developer"
48035,10471,"publisher"
48035,1704,"publisher"
48035,9699,"developer"
48059,2925,"publisher"
48059,10495,"developer"
48084,382,"publisher"
48084,7420,"developer"
48100,491,"publisher"
48100,491,"developer"
48105,145,"publisher"
48105,135,"publisher"
48105,3213,"developer"
48113,6256,"publisher"
48131,7370,"publisher"
48131,10516,"developer"
48139,8248,"publisher"
48139,617,"publisher"
48139,8248,"developer"
48145,2182,"publisher"
48145,10522,"developer"
48179,10355,"publisher"
48181,419,"publisher"
48181,1013,"publisher"
48181,367,"developer"
48190,1088,"publisher"
48190,1088,"developer"
48192,50,"publisher"
48192,50,"developer"
48203,52,"publisher"
48203,1007,"developer"
48203,549,"developer"
48204,2380,"publisher"
48204,2380,"developer"
48218,6974,"publisher"
48218,10555,"developer"
48244,521,"publisher"
48244,521,"developer"
48270,2223,"publisher"
48270,11103,"developer"
48271,8689,"publisher"
48271,8689,"developer"
48274,442,"publisher"
48274,442,"developer"
48283,8080,"publisher"
48283,10586,"developer"
48283,10587,"developer"
48289,8448,"publisher"
48289,855,"publisher"
48289,2760,"developer"
48295,868,"publisher"
48295,7561,"developer"
48297,8723,"publisher"
48297,8723,"developer"
48313,738,"publisher"
48313,738,"developer"
48316,6671,"publisher"
48316,7858,"publisher"
48316,6671,"developer"
48320,367,"publisher"
48320,3223,"publisher"
48320,367,"developer"
48320,119,"developer"
48336,10608,"publisher"
48336,616,"publisher"
48336,10607,"developer"
48336,6612,"developer"
48338,616,"publisher"
48338,616,"developer"
48344,6446,"publisher"
48344,3540,"publisher"
48344,6400,"developer"
48349,104,"publisher"
48349,6583,"developer"
48355,868,"publisher"
48355,10619,"developer"
48358,382,"publisher"
48358,1562,"developer"
48360,6940,"publisher"
48360,6940,"developer"
48365,8168,"publisher"
48365,8168,"developer"
48381,720,"publisher"
48381,720,"developer"
48413,397,"publisher"
48413,7279,"developer"
48413,397,"developer"
48421,1138,"publisher"
48421,1138,"developer"
48422,1385,"publisher"
48422,1385,"developer"
48427,3223,"publisher"
48427,3223,"developer"
48439,367,"publisher"
48439,367,"developer"
